NetName CVcr CVcl CVsr CVsl phi_r phi_l phi_c phi_s tot_biomass Adiv_mean Gdiv_mean Bdiv_mean Adiv_var Gdiv_var Bdiv_var tot_K tot_c tot_env rho_eta_hetero rho_eta_fluc d r_std Neutral
N500_Complete_undir 0.06683377569021748 0.2367193378786535 0.09965642742473897 0.8575999347710228 0.6706418985437811 0.276025368334312 0.28233340076541463 0.11620386544379462 2670.473702355874 4.883136905114185 17.290648858753666 3.542120716960582 0.01844973995411238 0.11086050661637883 0.0037913688186697503 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.03597340602692076 0.1983730289293668 0.08588537935837301 0.8484464539995895 0.41885366631280635 0.23380736402896532 0.18134222288721283 0.10122663481414534 3129.9889399629087 5.092756261894855 17.497127551913852 3.4348948809907505 0.008698029516678746 0.8107378600019297 0.022165492758729876 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.08312143673469642 0.21359364344186735 0.10567264708978516 0.855258390906496 0.7865936836433366 0.24974165201171256 0.38915688404987175 0.12355639911089533 2760.251757494266 5.06326019307175 18.62046905654195 3.6788774138411626 0.01649881608092202 0.16972439430647937 0.007514149436296507 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.043074243234747095 0.18637059007641296 0.0948723138142396 0.7760047296596961 0.45402332359139724 0.24016682238282575 0.23112146190601435 0.12225739120925753 3094.7041883586758 5.358658270283259 17.891813200216426 3.3386412464393453 0.008705390817818267 0.7910052279001822 0.0229532292643569 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.10959929757407616 0.24447739652312087 0.13332032998674687 0.8485994500090859 0.8220749047423692 0.2880951625887847 0.4483003301440633 0.15710631203604883 2369.380677992598 4.910944716745881 17.28440509602282 3.515924796533995 0.02181738531057311 1.6357520260486802 0.031867549061779514 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.07043478712556192 0.20697950936866522 0.09086079302968769 0.8339421257694246 0.7751945011370106 0.24819409281872956 0.3402983577476056 0.10895335566104938 2862.1208196701373 5.015147361980583 18.723492578021723 3.734636590506535 0.017526684387827243 0.19878886546277164 0.007494827500782987 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.045165826561484046 0.22861742804481572 0.08789395785331187 0.8558468004913875 0.5138672516814212 0.2671242422283453 0.19756073256423048 0.10269823735141294 2566.501091768621 4.916297213921522 17.46626067085754 3.5528364205156926 0.004182012279823132 0.09209942919439668 0.002399745047713272 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.05126910039307034 0.1615656468146195 0.09493370381120114 0.7784513389793171 0.5400516184961188 0.20754752252910208 0.3173267424348973 0.12195200786175726 3311.174615116832 5.343215148174146 19.312717327344007 3.6155824359116115 0.01633213345819076 0.08346087721166048 0.0037234579761063007 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.052590501643757726 0.22610730596736045 0.09881911762259821 0.9070345926832506 0.5321895490365236 0.24928189926965702 0.2325908993464784 0.1089474628859136 3161.822005982102 5.093930914548955 18.206348680040325 3.577094481436656 0.021779944214612015 0.7030372553560453 0.03744922319351587 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.026515955235816208 0.2052504268243968 0.06488514787498609 0.8401894003257601 0.4086598567503364 0.24429066439640473 0.12918830740606493 0.07722681082364129 2896.7090603986276 5.135250783064743 17.74299288594524 3.456030985551593 0.014284232274268619 0.1638744626721472 0.00590378972901018 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.06402118354484113 0.19587384889140444 0.09808059229986046 0.8506064991517643 0.6527405885673083 0.2302755141028576 0.3268490607969596 0.11530665754102241 3224.415529083347 5.3399112723341045 19.15963668739193 3.5923227196370418 0.050966992694568225 0.16017072602995835 0.014033399564047588 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.04062813452091224 0.20357610369298562 0.07001612144622099 0.7937915057643996 0.5802682822429474 0.2564604209224277 0.19957221787771212 0.08820467457483987 2976.796724006506 4.95758239998092 17.512798348511375 3.532902305839658 0.0067898934328577635 0.10910156445955947 0.003636256105152888 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.05209196876474784 0.1897682900192432 0.0959765151920629 0.7962059121107179 0.542757451242153 0.2383407195711134 0.27450302028576806 0.12054232922942264 3073.8365146560113 5.004835770559485 18.646381157629303 3.7258683206537047 0.008554599645588905 0.14450140755759153 0.002486842177290441 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.07394602720998561 0.1994094814356863 0.09005189427578632 0.7738718905976639 0.8211490474983673 0.25767763871314886 0.37082503137562567 0.11636537696987408 2992.2954443054246 5.027966782312162 18.546425093493294 3.688923041978077 0.008538651748191342 0.16982528554923573 0.004019915105605841 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
N500_Complete_undir 0.06185335165312659 0.22734744721362418 0.11365065217783771 0.8831419082501917 0.5442410621308182 0.2574302556472241 0.2720653009796361 0.12868900356344634 2999.8449769442427 5.020203105797523 17.349396333797557 3.454900329228898 0.008011851536256253 1.0583841751872476 0.031024443705143945 4495.8638519259775 0.0 250.0 0.0 0.95 0.05 0.2 false
